quote_accept_time,id,create_time,is_delete,uid,quote_coin,base_coin,side,price,quote_amount,base_amount,quote_precision,base_precision,settle_time,client_id,token,clearing_stage
1637838617139,18377754,2021-11-25 11:10:17.149653+00:00,False,138029815,USDT,HUSD,sell,1.0004,0.50604544,0.5062478,8,8,1637838617139,24,,0
1637838580493,18377751,2021-11-25 11:09:40.504254+00:00,False,138029815,ETH,HUSD,sell,4374.784868,0.0,0.0,8,8,1637838580493,24,,0
1637838306119,18377747,2021-11-25 11:05:06.132382+00:00,False,138029815,ETH,USDT,buy,4364.617549,0.0,0.0,8,8,1637838306119,24,,0
1637838284487,18377744,2021-11-25 11:04:44.499384+00:00,False,138029815,BTC,USDT,buy,57934.744632,0.0,0.0,8,8,1637838284487,24,,0
1637838253447,18377740,2021-11-25 11:04:13.460077+00:00,False,138029815,USDT,HUSD,buy,1.0009,1.0,1.00090014,8,8,1637838253447,24,,0
1637838161657,18377736,2021-11-25 11:02:41.670087+00:00,False,138029815,ETH,HUSD,sell,4363.117202,0.0,0.0,8,8,1637838161657,24,,0
1637838142589,18377733,2021-11-25 11:02:22.602189+00:00,False,138029815,USDT,HUSD,sell,1.0004,6.62846824,6.63111884,8,8,1637838142589,24,,0
1637838090026,18377730,2021-11-25 11:01:30.033885+00:00,False,138029815,BTC,HUSD,sell,57982.511178,0.0,0.0,8,8,1637838090026,24,,0
1637825297769,18377725,2021-11-25 07:28:17.780544+00:00,False,138029815,USDT,HUSD,buy,1.0008,3.0,3.00240036,8,8,1637825297769,24,,0
1637823484087,18377721,2021-11-25 06:58:04.094531+00:00,False,138029815,USDT,HUSD,buy,1.0007,2.0,2.0014002,8,8,1637823484087,24,,0
1637822920129,18377717,2021-11-25 06:48:40.142420+00:00,False,138029815,ETH,HUSD,buy,4282.245956,0.0,0.0,8,8,1637822920129,24,,0
1637822136361,18377714,2021-11-25 06:35:36.371197+00:00,False,138029815,BTC,HUSD,buy,57253.63774,0.0,0.0,8,8,1637822136361,24,,0
1637820799616,18377710,2021-11-25 06:13:19.631769+00:00,False,138029815,BTC,HUSD,buy,57385.365728,0.0,0.0,8,8,1637820799616,24,,0
1637820784876,18377707,2021-11-25 06:13:04.890049+00:00,False,138029815,USDT,HUSD,buy,1.0006,1.0,1.00060008,8,8,1637820784876,24,,0
1637820774602,18377704,2021-11-25 06:12:54.617940+00:00,False,138029815,ETH,HUSD,buy,4299.356478,0.0,0.0,8,8,1637820774602,24,,0
1637809681461,18377692,2021-11-25 03:08:01.477006+00:00,False,138029815,USDT,HUSD,sell,1.0001,1.0,1.00009994,8,8,1637809681461,24,,0
1637809673042,18377689,2021-11-25 03:07:53.057320+00:00,False,138029815,USDT,HUSD,buy,1.0006,1.0,1.00060008,8,8,1637809673042,24,,0
1637809596792,18377686,2021-11-25 03:06:36.803411+00:00,False,138029815,USDT,HUSD,sell,1.0001,0.0001,0.00010001,8,8,1637809596792,24,,0
1637809556165,18377683,2021-11-25 03:05:56.180728+00:00,False,138029815,USDT,HUSD,buy,1.0006,0.0001,0.00010007,8,8,1637809556165,24,,0
1637776780987,18377676,2021-11-24 17:59:40.991533+00:00,False,138029815,ETH,USDT,sell,4204.426167,0.0,0.0,8,8,1637776780987,24,,0
1637776487858,18377673,2021-11-24 17:54:47.865758+00:00,False,138029815,ETH,USDT,buy,4214.727657,0.0,0.0,8,8,1637776487858,24,,0
1637775831432,18377662,2021-11-24 17:43:51.446457+00:00,False,138029815,USDT,HUSD,buy,1.0005,1.0,1.00050006,8,8,1637775831432,24,,0
1637774752410,18377649,2021-11-24 17:25:52.424666+00:00,False,138029815,ETH,USDT,sell,4223.14493,0.0,0.0,8,8,1637774752410,24,,0
1637774166436,18377645,2021-11-24 17:16:06.449103+00:00,False,138029815,ETH,USDT,buy,4242.474297,0.0,0.0,8,8,1637774166436,24,,0
1637773454040,18377640,2021-11-24 17:04:14.053903+00:00,False,138029815,USDT,HUSD,sell,1.0,1.0,0.99999996,8,8,1637773454040,24,,0
1637673011544,18377633,2021-11-23 13:10:11.574376+00:00,False,138029815,USDT,HUSD,buy,1.0005,1.0,1.00050006,8,8,1637673011544,24,,0
1637672773660,18377630,2021-11-23 13:06:13.562108+00:00,False,138029815,USDT,HUSD,buy,1.0005,1.0,1.00050006,8,8,1637672773660,24,,0
1637660743214,18377625,2021-11-23 09:45:43.249798+00:00,False,138029815,USDT,HUSD,sell,1.0,2.50741868,2.50741858,8,8,1637660743214,24,,0
1637653094435,18377620,2021-11-23 07:38:14.468536+00:00,False,138029815,USDT,HUSD,sell,1.0,1.0,0.99999996,8,8,1637653094435,24,,0
1637651877634,18377617,2021-11-23 07:17:57.669487+00:00,False,138029815,USDT,HUSD,sell,1.0,10.0,9.9999996,8,8,1637651877634,24,,0
1637649163664,18377609,2021-11-23 06:32:43.702898+00:00,False,138029815,USDT,HUSD,buy,1.0005,0.001,0.00100051,8,8,1637649163664,24,,0
1637635081479,18377602,2021-11-23 02:38:01.511965+00:00,False,138029815,ETH,USDT,buy,4141.733881,0.0,0.0,8,8,1637635081479,24,,0
1637585149737,18377594,2021-11-22 12:45:49.752443+00:00,False,138029815,USDT,HUSD,sell,1.0006,0.0001,0.00010006,8,8,1637585149737,24,,0
1637573426083,18377589,2021-11-22 09:30:26.090897+00:00,False,138029815,USDT,HUSD,sell,1.0006,0.0001,0.00010006,8,8,1637573426083,24,,0
1637573415371,18377586,2021-11-22 09:30:15.382325+00:00,False,138029815,USDT,HUSD,buy,1.0011,0.0001,0.00010012,8,8,1637573415371,24,,0
1637552281112,18377577,2021-11-22 03:38:01.122405+00:00,False,138029815,USDT,HUSD,sell,1.0005,0.0001,0.00010005,8,8,1637552281112,24,,0
1637547940299,18377573,2021-11-22 02:25:40.320364+00:00,False,138029815,USDT,HUSD,sell,1.0005,0.0001,0.00010005,8,8,1637547940299,24,,0
1637484192473,18377567,2021-11-21 08:43:12.511362+00:00,False,138029815,USDT,HUSD,sell,1.0004,1.0,1.00039988,8,8,1637484192473,24,,0
1637483160040,18377563,2021-11-21 08:26:00.077998+00:00,False,138029815,ETH,USDT,buy,4351.199502,0.0,0.0,8,8,1637483160040,24,,0
1637382362367,18377552,2021-11-20 04:26:02.378001+00:00,False,138029815,BTC,USDT,sell,58425.918083,0.0,0.0,8,8,1637382362367,24,,0
1637382162851,18377549,2021-11-20 04:22:42.865033+00:00,False,138029815,BTC,USDT,buy,58478.490727,0.0,0.0,8,8,1637382162851,24,,0
1637380185532,18377546,2021-11-20 03:49:45.535136+00:00,False,138029815,BTC,HUSD,buy,58673.854052,0.0,0.0,8,8,1637380185532,24,,0
1637379928301,18377542,2021-11-20 03:45:28.302645+00:00,False,138029815,BTC,HUSD,sell,58486.530354,0.0,0.0,8,8,1637379928301,24,,0
1637379842427,18377539,2021-11-20 03:44:02.427660+00:00,False,138029815,BTC,USDT,sell,58419.002234,0.0,0.0,8,8,1637379842427,24,,0
1637379781953,18377536,2021-11-20 03:43:01.954278+00:00,False,138029815,ETH,USDT,sell,4272.585252,0.0,0.0,8,8,1637379781953,24,,0
1637379708214,18377532,2021-11-20 03:41:48.209658+00:00,False,138029815,BTC,USDT,sell,58453.651435,0.0,0.0,8,8,1637379708214,24,,0
1637379690949,18377529,2021-11-20 03:41:30.948075+00:00,False,138029815,BTC,USDT,buy,58594.800481,0.0,0.0,8,8,1637379690949,24,,0
1637326606721,18377526,2021-11-19 12:56:46.719841+00:00,False,138029815,BTC,USDT,buy,57049.663831,0.0,0.0,8,8,1637326606721,24,,0
1637326288436,18377523,2021-11-19 12:51:28.440791+00:00,False,138029815,BTC,USDT,buy,57174.478685,0.0,0.0,8,8,1637326288436,24,,0
1637325768715,18377520,2021-11-19 12:42:48.724229+00:00,False,138029815,BTC,USDT,buy,57297.262321,0.0,0.0,8,8,1637325768715,24,,0
1637323505287,18377514,2021-11-19 12:05:05.292839+00:00,False,138029815,BTC,USDT,sell,57039.830124,0.0,0.0,8,8,1637323505287,24,,0
1637323428157,18377510,2021-11-19 12:03:48.163167+00:00,False,138029815,BTC,USDT,buy,57171.827095,0.0,0.0,8,8,1637323428157,24,,0
1637234417840,18377505,2021-11-18 11:20:17.842494+00:00,False,138029815,ETH,HUSD,sell,4221.720636,0.0,0.0,8,8,1637234417840,24,,0
1637234408587,18377502,2021-11-18 11:20:08.589717+00:00,False,138029815,ETH,HUSD,buy,4230.086152,0.0,0.0,8,8,1637234408587,24,,0
1637234393678,18377499,2021-11-18 11:19:53.681161+00:00,False,138029815,USDT,HUSD,sell,1.0002,0.0001,0.00010002,8,8,1637234393678,24,,0
1637234381036,18377496,2021-11-18 11:19:41.039204+00:00,False,138029815,USDT,HUSD,buy,1.0007,0.0001,0.00010008,8,8,1637234381036,24,,0
1637234368098,18377493,2021-11-18 11:19:28.100567+00:00,False,138029815,BTC,HUSD,sell,59683.91688,0.0,0.0,8,8,1637234368098,24,,0
1637234293148,18377490,2021-11-18 11:18:13.148420+00:00,False,138029815,ETH,USDT,buy,4227.40526,0.0,0.0,8,8,1637234293148,24,,0
1637234276365,18377487,2021-11-18 11:17:56.366005+00:00,False,138029815,BTC,HUSD,sell,59691.803724,0.0,0.0,8,8,1637234276365,24,,0
1637234263678,18377484,2021-11-18 11:17:43.677802+00:00,False,138029815,BTC,HUSD,buy,59847.760214,0.0,0.0,8,8,1637234263678,24,,0
1637234246970,18377481,2021-11-18 11:17:26.969002+00:00,False,138029815,BTC,USDT,sell,59716.043646,0.0,0.0,8,8,1637234246970,24,,0
1637234225531,18377478,2021-11-18 11:17:05.526751+00:00,False,138029815,BTC,USDT,buy,59798.802545,0.0,0.0,8,8,1637234225531,24,,0
1637234017040,18377477,2021-11-18 11:13:37.038987+00:00,False,138029815,USDT,HUSD,buy,1.0007,1.0,1.0007001,8,8,1637234017040,24,,0
1637231681100,18377471,2021-11-18 10:34:41.100086+00:00,False,138029815,ETH,USDT,buy,4224.213346,0.0,0.0,8,8,1637231681100,24,,0
1637231671698,18377468,2021-11-18 10:34:31.694912+00:00,False,138029815,ETH,USDT,buy,4222.512326,0.0,0.0,8,8,1637231671698,24,,0
1637066302142,18377465,2021-11-16 12:38:22.157225+00:00,False,138029815,ETH,USDT,buy,4266.373104,0.0,0.0,8,8,1637066302142,24,,0
1637066227228,18377462,2021-11-16 12:37:07.243533+00:00,False,138029815,ETH,USDT,sell,4261.901665,0.0,0.0,8,8,1637066227228,24,,0
1637066202481,18377459,2021-11-16 12:36:42.496415+00:00,False,138029815,ETH,USDT,buy,4277.455276,0.0,0.0,8,8,1637066202481,24,,0
1637056878494,18377456,2021-11-16 10:01:18.509643+00:00,False,138029815,BTC,HUSD,buy,60290.575564,0.0,0.0,8,8,1637056878494,24,,0
1637056833289,18377453,2021-11-16 10:00:33.305062+00:00,False,138029815,BTC,HUSD,sell,60082.217496,0.0,0.0,8,8,1637056833289,24,,0
1637054018229,18377450,2021-11-16 09:13:38.240417+00:00,False,138029815,USDT,HUSD,sell,1.0001,0.0007,0.00070007,8,8,1637054018229,24,,0
1637053734994,18377447,2021-11-16 09:08:55.004824+00:00,False,138029815,BTC,USDT,buy,60810.95976,0.0,0.0,8,8,1637053734994,24,,0
1637053703140,18377444,2021-11-16 09:08:23.151600+00:00,False,138029815,ETH,USDT,sell,4303.109206,0.0,0.0,8,8,1637053703140,24,,0
1637053523738,18377441,2021-11-16 09:05:23.750015+00:00,False,138029815,ETH,USDT,buy,4320.320983,0.0,0.0,8,8,1637053523738,24,,0
1636708535358,18377438,2021-11-12 09:15:35.356132+00:00,False,138029815,ETH,HUSD,sell,4724.394932,0.0,0.0,8,8,1636708535358,24,,0
1636708526550,18377435,2021-11-12 09:15:26.548364+00:00,False,138029815,ETH,HUSD,buy,4732.843384,0.0,0.0,8,8,1636708526550,24,,0
1636708515799,18377432,2021-11-12 09:15:15.797691+00:00,False,138029815,USDT,HUSD,sell,1.0,0.0001,0.0001,8,8,1636708515799,24,,0
1636708505705,18377429,2021-11-12 09:15:05.697667+00:00,False,138029815,USDT,HUSD,buy,1.0005,0.0001,0.00010006,8,8,1636708505705,24,,0
1636708494484,18377426,2021-11-12 09:14:54.482380+00:00,False,138029815,BTC,HUSD,sell,64719.150381,0.0,0.0,8,8,1636708494484,24,,0
1636708389345,18377423,2021-11-12 09:13:09.342408+00:00,False,138029815,BTC,HUSD,buy,64840.199064,0.0,0.0,8,8,1636708389345,24,,0
1636708373221,18377420,2021-11-12 09:12:53.216575+00:00,False,138029815,ETH,USDT,sell,4727.85424,0.0,0.0,8,8,1636708373221,24,,0
1636708360727,18377417,2021-11-12 09:12:40.725665+00:00,False,138029815,ETH,USDT,buy,4733.478762,0.0,0.0,8,8,1636708360727,24,,0
1636708349301,18377414,2021-11-12 09:12:29.300140+00:00,False,138029815,BTC,USDT,sell,64770.499557,0.0,0.0,8,8,1636708349301,24,,0
1636708323139,18377411,2021-11-12 09:12:03.137801+00:00,False,138029815,BTC,USDT,buy,64825.652538,0.0,0.0,8,8,1636708323139,24,,0
1636708208455,18377408,2021-11-12 09:10:08.448583+00:00,False,138029815,BTC,USDT,sell,64794.145363,0.0,0.0,8,8,1636708208455,24,,0
1636708178287,18377405,2021-11-12 09:09:38.286250+00:00,False,138029815,BTC,USDT,buy,64836.594726,0.0,0.0,8,8,1636708178287,24,,0
1636707323024,18377402,2021-11-12 08:55:23.025324+00:00,False,138029815,USDT,HUSD,sell,1.0,0.0001,0.0001,8,8,1636707323024,24,,0
1636707311796,18377399,2021-11-12 08:55:11.796418+00:00,False,138029815,USDT,HUSD,buy,1.0005,0.0001,0.00010006,8,8,1636707311796,24,,0
1636707188737,18377396,2021-11-12 08:53:08.738102+00:00,False,138029815,USDT,HUSD,sell,0.9999,1.00010003,1.0,8,8,1636707188737,24,,0
1636707178120,18377393,2021-11-12 08:52:58.121364+00:00,False,138029815,USDT,HUSD,sell,0.9999,1.0,0.99989998,8,8,1636707178120,24,,0
1636707140694,18377390,2021-11-12 08:52:20.696078+00:00,False,138029815,USDT,HUSD,buy,1.0004,0.99960011,1.0,8,8,1636707140694,24,,0
1636707126059,18377387,2021-11-12 08:52:06.060179+00:00,False,138029815,USDT,HUSD,buy,1.0004,1.0,1.00040004,8,8,1636707126059,24,,0
1636706770540,18377384,2021-11-12 08:46:10.540770+00:00,False,138029815,USDT,HUSD,buy,1.0004,0.0001,0.00010005,8,8,1636706770540,24,,0
1636706757826,18377381,2021-11-12 08:45:57.827781+00:00,False,138029815,BTC,HUSD,sell,64717.645634,0.0,0.0,8,8,1636706757826,24,,0
1636706434281,18377378,2021-11-12 08:40:34.284288+00:00,False,138029815,BTC,HUSD,buy,64921.304994,0.0,0.0,8,8,1636706434281,24,,0
1636706411073,18377375,2021-11-12 08:40:11.074522+00:00,False,138029815,ETH,USDT,sell,4727.284354,0.0,0.0,8,8,1636706411073,24,,0
1636706400268,18377372,2021-11-12 08:40:00.271499+00:00,False,138029815,ETH,USDT,buy,4735.159771,0.0,0.0,8,8,1636706400268,24,,0
1636706386756,18377369,2021-11-12 08:39:46.759833+00:00,False,138029815,BTC,USDT,sell,64803.119975,0.0,0.0,8,8,1636706386756,24,,0
1636706371814,18377366,2021-11-12 08:39:31.817182+00:00,False,138029815,BTC,USDT,buy,64910.22945,0.0,0.0,8,8,1636706371814,24,,0
1636705470760,18377363,2021-11-12 08:24:30.769670+00:00,False,138029815,BTC,USDT,buy,64625.832582,0.0,0.0,8,8,1636705470760,24,,0
1636703889906,18377360,2021-11-12 07:58:09.924635+00:00,False,138029815,USDT,HUSD,sell,1.0,0.0001,0.0001,8,8,1636703889906,24,,0
1636703815517,18377357,2021-11-12 07:56:55.535144+00:00,False,138029815,USDT,HUSD,buy,1.0005,0.0001,0.00010006,8,8,1636703815517,24,,0
1636702385391,18377354,2021-11-12 07:33:05.408224+00:00,False,138029815,ETH,USDT,buy,4726.69515,0.0,0.0,8,8,1636702385391,24,,0
1636701333541,18377351,2021-11-12 07:15:33.557195+00:00,False,138029815,USDT,HUSD,sell,0.9999,0.0001,9.999e-05,8,8,1636701333541,24,,0
1636701321963,18377348,2021-11-12 07:15:21.978404+00:00,False,138029815,BTC,HUSD,sell,64325.250445,0.0,0.0,8,8,1636701321963,24,,0
1636701291056,18377345,2021-11-12 07:14:51.070364+00:00,False,138029815,ETH,USDT,sell,4702.367262,0.0,0.0,8,8,1636701291056,24,,0
1636701276925,18377342,2021-11-12 07:14:36.941684+00:00,False,138029815,BTC,USDT,sell,64299.712161,0.0,0.0,8,8,1636701276925,24,,0
1636700870466,18377339,2021-11-12 07:07:50.480703+00:00,False,138029815,USDT,HUSD,sell,0.9999,0.0001,9.999e-05,8,8,1636700870466,24,,0
1636698984520,18377336,2021-11-12 06:36:24.522616+00:00,False,138029815,USDT,HUSD,buy,1.0004,0.0001,0.00010005,8,8,1636698984520,24,,0
1636697450125,18377333,2021-11-12 06:10:50.130768+00:00,False,138029815,ETH,HUSD,sell,4743.706603,0.0,0.0,8,8,1636697450125,24,,0
1636697439084,18377330,2021-11-12 06:10:39.090055+00:00,False,138029815,ETH,HUSD,buy,4751.6692,0.0,0.0,8,8,1636697439084,24,,0
1636696759897,18377327,2021-11-12 05:59:19.903200+00:00,False,138029815,BTC,HUSD,sell,64656.11619,0.0,0.0,8,8,1636696759897,24,,0
1636696706515,18377324,2021-11-12 05:58:26.518487+00:00,False,138029815,BTC,HUSD,buy,64769.258635,0.0,0.0,8,8,1636696706515,24,,0
1636696686710,18377321,2021-11-12 05:58:06.715499+00:00,False,138029815,ETH,USDT,sell,4739.741862,0.0,0.0,8,8,1636696686710,24,,0
1636696631924,18377318,2021-11-12 05:57:11.929710+00:00,False,138029815,ETH,USDT,buy,4745.686083,0.0,0.0,8,8,1636696631924,24,,0
1636696503655,18377315,2021-11-12 05:55:03.660309+00:00,False,138029815,BTC,USDT,sell,64662.045004,0.0,0.0,8,8,1636696503655,24,,0
1636696490153,18377312,2021-11-12 05:54:50.154839+00:00,False,138029815,BTC,USDT,buy,64749.371501,0.0,0.0,8,8,1636696490153,24,,0
