datetime,open,high,low,close,volume,amount
2022-01-01 00:00:00,48004.1,48004.1,47920.1,47937.2,24558.0,51.196900660115546
2022-01-01 00:05:00,47945.6,47970.0,47945.5,47970.0,8986.0,18.73700680973393
2022-01-01 00:10:00,47969.9,48002.5,47960.0,47990.0,22066.0,45.99775963098638
2022-01-01 00:15:00,47990.0,48040.0,47990.0,48021.5,9848.0,20.506938605592968
2022-01-01 00:20:00,48021.4,48069.2,48010.1,48069.2,13874.0,28.88788508594665
2022-01-01 00:25:00,48069.2,48096.4,48069.1,48090.0,19888.0,41.36140007007137
2022-01-01 00:30:00,48090.0,48090.0,47949.8,47952.2,57500.0,119.73080793629082
2022-01-01 00:35:00,47952.1,47952.1,47880.0,47880.0,12630.0,26.365128904664083
2022-01-01 00:40:00,47880.1,47890.0,47880.1,47882.6,30512.0,63.722339396403115
2022-01-01 00:45:00,47882.6,47882.6,47852.9,47852.9,23532.0,49.14817626689712
2022-01-01 00:50:00,47850.1,47853.6,47471.4,47582.6,363944.0,764.3948437013091
2022-01-01 00:55:00,47582.6,47582.6,47410.1,47450.0,120112.0,252.8682685667344
2022-01-01 01:00:00,47449.9,47519.9,47430.1,47460.7,98732.0,208.0259911750905
2022-01-01 01:05:00,47475.6,47480.5,47246.5,47283.5,61016.0,128.76649541750086
2022-01-01 01:10:00,47280.0,47329.9,47189.5,47238.7,99460.0,210.6343346610526
2022-01-01 01:15:00,47238.9,47288.3,47149.8,47182.1,96982.0,205.4857185943166
2022-01-01 01:20:00,47170.1,47199.9,47081.1,47154.6,129392.0,274.56989353870915
2022-01-01 01:25:00,47159.9,47211.9,46919.4,46940.0,147340.0,313.2264260830847
2022-01-01 01:30:00,46930.0,46999.9,46868.7,46880.0,59474.0,126.72287186592861
2022-01-01 01:35:00,46883.0,47010.0,46883.0,47010.0,25542.0,54.41956215764458
2022-01-01 01:40:00,47017.6,47022.0,46920.1,46990.0,22278.0,47.40340123966452
2022-01-01 01:45:00,47000.0,47028.5,46891.9,46957.8,34578.0,73.61900099156247
2022-01-01 01:50:00,46948.4,46996.6,46940.0,46940.0,74058.0,157.648973506305
2022-01-01 01:55:00,46930.0,46992.4,46920.0,46992.4,22516.0,47.95643291614696
2022-01-01 02:00:00,46999.9,47007.6,46953.0,46980.6,34866.0,74.21691888466074
2022-01-01 02:05:00,46982.7,46999.9,46934.7,46968.1,66338.0,141.24922762464698
2022-01-01 02:10:00,46968.1,46989.9,46930.0,46930.0,42954.0,91.44005195430358
2022-01-01 02:15:00,46920.1,46978.3,46887.3,46978.3,18310.0,39.02759845545366
2022-01-01 02:20:00,46978.3,46999.8,46940.3,46999.8,26600.0,56.643337501514864
2022-01-01 02:25:00,46999.9,47014.8,46938.0,46938.0,23490.0,49.994170044960185
2022-01-01 02:30:00,46930.0,46959.9,46910.1,46950.1,24276.0,51.735984744367585
2022-01-01 02:35:00,46950.0,46970.0,46898.5,46898.5,19568.0,41.68233562071851
2022-01-01 02:40:00,46892.6,46919.9,46199.4,46658.8,461154.0,989.79626108476
2022-01-01 02:45:00,46679.1,46739.9,46633.7,46691.0,37784.0,80.9386459810254
2022-01-01 02:50:00,46675.9,46709.9,46630.0,46662.1,9592.0,20.562314993612887
2022-01-01 02:55:00,46644.4,46672.0,46569.1,46630.0,26810.0,57.50380491392282
2022-01-01 03:00:00,46639.9,46653.3,46571.0,46571.0,21576.0,46.277717760514975
2022-01-01 03:05:00,46570.0,46589.9,46502.8,46530.0,19606.0,42.12971548789699
2022-01-01 03:10:00,46522.3,46536.4,46355.0,46409.9,73870.0,159.10987845942853
2022-01-01 03:15:00,46400.0,46409.9,46256.3,46299.8,35038.0,75.6173926673926
2022-01-01 03:20:00,46288.1,46289.9,46127.4,46160.0,27044.0,58.529433035134
2022-01-01 03:25:00,46169.9,46264.3,46050.1,46079.9,56518.0,122.47082913381756
2022-01-01 03:30:00,46060.0,46279.2,45930.1,46046.0,238904.0,518.7977929201082
2022-01-01 03:35:00,46033.9,46159.8,46033.9,46103.4,31228.0,67.75184742850352
2022-01-01 03:40:00,46110.0,46169.9,45990.0,45990.0,59628.0,129.40853322742734
2022-01-01 03:45:00,45982.5,46060.6,45870.1,45900.1,71732.0,156.00582282321335
2022-01-01 03:50:00,45919.9,45919.9,45746.6,45830.3,81106.0,176.98862134575634
2022-01-01 03:55:00,45830.4,45839.9,45630.1,45670.0,56296.0,123.10449135609899
2022-01-01 04:00:00,45679.9,45983.7,45636.7,45982.8,76462.0,166.88934825577894
2022-01-01 04:05:00,45988.5,46178.9,45981.4,46060.0,50268.0,108.98433793892963
2022-01-01 04:10:00,46050.0,46119.3,46050.0,46109.9,12410.0,26.929940282569568
2022-01-01 04:15:00,46100.1,46100.1,45810.2,45920.0,23542.0,51.25554627146583
2022-01-01 04:20:00,45929.1,45929.1,45840.2,45910.0,27444.0,59.79044611899755
2022-01-01 04:25:00,45919.9,46069.9,45870.1,46040.0,15166.0,32.987856876539766
2022-01-01 04:30:00,46030.1,46091.6,46010.0,46010.0,49234.0,106.88205737405544
2022-01-01 04:35:00,46000.1,46009.5,45900.1,45920.1,14398.0,31.33953365586984
2022-01-01 04:40:00,45920.0,45959.9,45860.1,45937.1,21010.0,45.76185480040725
2022-01-01 04:45:00,45939.9,45949.3,45863.2,45949.3,19444.0,42.36804746942882
2022-01-01 04:50:00,45939.9,45939.9,45823.1,45900.0,58536.0,127.57544203791133
2022-01-01 04:55:00,45899.9,45909.9,45802.7,45859.5,23340.0,50.893074728415094
2022-01-01 05:00:00,45859.5,46040.4,45840.1,46040.4,22096.0,48.138071916034136
2022-01-01 05:05:00,46040.4,46058.1,45784.1,45850.0,33034.0,71.9427583940637
2022-01-01 05:10:00,45858.2,45858.2,45753.0,45790.0,24628.0,53.77394739342644
2022-01-01 05:15:00,45800.0,45859.9,45770.2,45853.8,10598.0,23.12985378417654
2022-01-01 05:20:00,45860.0,46009.9,45860.0,45972.9,30712.0,66.88377917460177
2022-01-01 05:25:00,45984.2,46062.5,45979.0,46062.5,15924.0,34.60744792495557
2022-01-01 05:30:00,46066.7,46230.0,46066.7,46230.0,77990.0,169.0195819137279
2022-01-01 05:35:00,46230.0,46469.9,46220.6,46304.5,72206.0,155.7562741069884
2022-01-01 05:40:00,46317.5,46317.5,46190.2,46210.0,61334.0,132.6039768410178
2022-01-01 05:45:00,46215.7,46259.1,46150.0,46208.9,39812.0,86.14276778335748
2022-01-01 05:50:00,46206.1,46240.0,46180.5,46240.0,16794.0,36.34680953783437
2022-01-01 05:55:00,46250.0,46309.9,46211.4,46309.9,19214.0,41.53227482311537
2022-01-01 06:00:00,46309.9,46392.5,46260.2,46392.5,13044.0,28.17544593284497
2022-01-01 06:05:00,46399.9,46436.6,46354.1,46410.0,31102.0,67.02459336869053
