datetime,open,high,low,close,volume,amount
2022-04-26 07:25:00,40528.0,40528.0,40419.9,40439.9,13001.0,32.0953
2022-04-26 07:30:00,40450.0,40540.0,40450.0,40505.4,10326.0,25.473
2022-04-26 07:35:00,40505.4,40527.1,40483.7,40508.0,8289.0,20.4485
2022-04-26 07:40:00,40508.0,40527.6,40456.1,40456.1,3107.0,7.6597
2022-04-26 07:45:00,40452.1,40512.6,40439.7,40498.0,7793.0,19.2416
2022-04-26 07:50:00,40498.0,40510.9,40459.6,40461.8,3227.0,7.9603
2022-04-26 07:55:00,40456.7,40479.3,40412.4,40432.8,3377.0,8.3387
2022-04-26 08:00:00,40432.9,40600.9,40428.0,40472.9,42077.0,103.7457
2022-04-26 08:05:00,40472.9,40542.0,40425.2,40437.0,10381.0,25.6227
2022-04-26 08:10:00,40437.0,40479.8,40418.6,40479.8,5488.0,13.5531
2022-04-26 08:15:00,40478.3,40479.9,40403.3,40414.6,7731.0,19.1004
2022-04-26 08:20:00,40407.7,40499.8,40407.1,40479.8,5733.0,14.1469
2022-04-26 08:25:00,40477.0,40593.0,40477.0,40576.8,16175.0,39.866
2022-04-26 08:30:00,40567.0,40679.0,40524.1,40606.5,28975.0,71.2936
2022-04-26 08:35:00,40607.3,40800.0,40607.3,40660.1,67304.0,165.1109
2022-04-26 08:40:00,40660.1,40660.2,40584.6,40615.3,4515.0,11.1007
2022-04-26 08:45:00,40615.2,40672.1,40575.1,40580.5,3521.0,8.6599
2022-04-26 08:50:00,40580.5,40609.4,40580.5,40589.3,8951.0,22.0362
2022-04-26 08:55:00,40589.3,40600.2,40552.9,40559.1,7617.0,18.761
2022-04-26 09:00:00,40559.1,40601.3,40542.0,40570.0,6557.0,16.1556
2022-04-26 09:05:00,40565.2,40571.6,40533.8,40540.6,1346.0,3.3145
2022-04-26 09:10:00,40540.6,40558.5,40529.3,40542.6,4076.0,10.0448
2022-04-26 09:15:00,40541.9,40609.4,40535.5,40581.3,11630.0,28.6657
2022-04-26 09:20:00,40581.3,40645.2,40558.1,40575.8,16666.0,41.036
2022-04-26 09:25:00,40575.9,40599.9,40532.1,40546.2,2251.0,5.5419
2022-04-26 09:30:00,40546.1,40575.4,40500.5,40510.5,4237.0,10.4423
2022-04-26 09:35:00,40510.5,40520.2,40457.7,40494.0,5505.0,13.5817
2022-04-26 09:40:00,40494.0,40563.5,40494.0,40551.3,5267.0,12.9847
2022-04-26 09:45:00,40545.7,40573.4,40522.1,40538.9,3056.0,7.5293
2022-04-26 09:50:00,40535.1,40550.1,40464.6,40494.3,8544.0,21.0876
2022-04-26 09:55:00,40494.3,40503.1,40477.1,40488.3,7694.0,18.9915
2022-04-26 10:00:00,40494.0,40518.3,40467.1,40486.5,6184.0,15.267
2022-04-26 10:05:00,40489.9,40509.3,40465.9,40494.4,4453.0,10.9879
2022-04-26 10:10:00,40490.4,40519.1,40486.9,40505.1,2176.0,5.3672
2022-04-26 10:15:00,40505.2,40557.9,40505.2,40540.2,9060.0,22.3433
2022-04-26 10:20:00,40540.3,40558.7,40540.2,40554.4,4439.0,10.9421
2022-04-26 10:25:00,40554.5,40575.7,40554.5,40570.6,2316.0,5.7038
2022-04-26 10:30:00,40571.6,40614.5,40557.9,40557.9,5424.0,13.3584
2022-04-26 10:35:00,40557.9,40558.0,40460.2,40461.6,7925.0,19.5551
2022-04-26 10:40:00,40467.5,40497.2,40391.0,40478.3,15360.0,37.9772
2022-04-26 10:45:00,40473.7,40538.4,40447.6,40524.1,8288.0,20.4519
2022-04-26 10:50:00,40519.8,40546.1,40500.7,40523.9,5728.0,14.1288
2022-04-26 10:55:00,40535.1,40551.5,40505.1,40545.8,4713.0,11.6253
2022-04-26 11:00:00,40539.3,40593.0,40523.4,40556.0,4077.0,10.0442
2022-04-26 11:05:00,40559.4,40597.2,40559.4,40584.8,4283.0,10.5461
2022-04-26 11:10:00,40584.9,40596.6,40559.8,40587.4,2336.0,5.75
2022-04-26 11:15:00,40587.5,40600.5,40569.9,40580.8,4289.0,10.5587
2022-04-26 11:20:00,40577.6,40593.2,40569.4,40592.4,2634.0,6.4856
2022-04-26 11:25:00,40592.4,40659.9,40581.9,40655.5,13909.0,34.2148
2022-04-26 11:30:00,40655.5,40655.5,40584.7,40587.8,6981.0,17.1819
2022-04-26 11:35:00,40587.9,40609.8,40534.1,40541.9,7455.0,18.3706
2022-04-26 11:40:00,40544.4,40560.1,40509.8,40530.9,11184.0,27.5815
2022-04-26 11:45:00,40521.5,40537.6,40494.1,40520.9,9059.0,22.3498
2022-04-26 11:50:00,40521.2,40541.9,40521.2,40526.4,2515.0,6.2026
2022-04-26 11:55:00,40530.4,40548.7,40526.1,40534.5,2550.0,6.2854
2022-04-26 12:00:00,40556.2,40622.3,40533.0,40534.1,18968.0,46.7179
2022-04-26 12:05:00,40535.2,40573.5,40535.2,40547.5,5161.0,12.7188
2022-04-26 12:10:00,40549.0,40549.0,40505.1,40505.1,874.0,2.1535
2022-04-26 12:15:00,40505.1,40534.3,40505.1,40515.7,3741.0,9.2276
2022-04-26 12:20:00,40514.7,40589.1,40514.7,40567.8,4458.0,10.984
2022-04-26 12:25:00,40565.4,40605.7,40565.4,40583.9,8754.0,21.5564
2022-04-26 12:30:00,40584.0,40630.0,40584.0,40623.9,5439.0,13.3823
2022-04-26 12:35:00,40623.6,40635.0,40597.7,40597.7,7950.0,19.5646
2022-04-26 12:40:00,40598.6,40639.1,40598.6,40605.1,3357.0,8.2597
2022-04-26 12:45:00,40608.7,40624.9,40594.1,40619.8,14802.0,36.4342
2022-04-26 12:50:00,40612.6,40612.6,40567.6,40596.1,1756.0,4.3214
2022-04-26 12:55:00,40601.5,40613.3,40569.3,40571.6,3922.0,9.6561
2022-04-26 13:00:00,40571.6,40622.5,40571.6,40589.5,4555.0,11.2128
2022-04-26 13:05:00,40590.7,40621.8,40590.7,40605.2,3846.0,9.4669
2022-04-26 13:10:00,40605.2,40625.0,40574.3,40588.9,11935.0,29.3933
2022-04-26 13:15:00,40581.7,40612.7,40555.5,40612.7,5717.0,14.0837
2022-04-26 13:20:00,40610.0,40642.1,40584.9,40630.2,17382.0,42.7783
2022-04-26 13:25:00,40628.3,40658.4,40628.3,40633.2,5390.0,13.2531
2022-04-26 13:30:00,40630.2,40638.8,40601.2,40604.5,8773.0,21.5924
2022-04-26 13:35:00,40607.0,40621.0,40525.0,40553.1,19245.0,47.4036
2022-04-26 13:40:00,40553.2,40643.5,40550.1,40643.5,9737.0,23.9777
2022-04-26 13:45:00,40643.5,40663.2,40635.4,40654.8,6763.0,16.6306
2022-04-26 13:50:00,40654.8,40707.0,40603.2,40622.1,15161.0,37.2771
2022-04-26 13:55:00,40622.0,40622.0,40594.8,40604.4,4730.0,11.6414
2022-04-26 14:00:00,40604.4,40631.2,40566.2,40592.9,12006.0,29.57
2022-04-26 14:05:00,40592.6,40603.7,40543.4,40590.2,10837.0,26.6954
2022-04-26 14:10:00,40593.1,40614.5,40575.0,40579.0,5365.0,13.2077
2022-04-26 14:15:00,40578.9,40578.9,40515.0,40528.5,16773.0,41.3555
2022-04-26 14:20:00,40528.5,40537.3,40500.0,40528.0,6000.0,14.799
2022-04-26 14:25:00,40524.1,40528.4,40485.7,40508.4,8121.0,20.0369
2022-04-26 14:30:00,40507.1,40556.1,40507.1,40512.7,5921.0,14.6023
2022-04-26 14:35:00,40512.7,40518.9,40454.1,40486.8,24706.0,60.988
2022-04-26 14:40:00,40502.8,40519.2,40502.8,40508.7,3678.0,9.0733
2022-04-26 14:45:00,40515.9,40563.1,40500.1,40561.4,8376.0,20.6562
2022-04-26 14:50:00,40562.8,40590.0,40529.0,40536.1,11513.0,28.3676
2022-04-26 14:55:00,40536.2,40549.9,40515.2,40531.2,2130.0,5.2516
2022-04-26 15:00:00,40545.0,40548.0,40468.9,40505.1,6953.0,17.1549
2022-04-26 15:05:00,40506.7,40549.8,40381.0,40544.6,23828.0,58.8802
2022-04-26 15:10:00,40544.7,40665.1,40512.9,40614.7,23261.0,57.2291
2022-04-26 15:15:00,40610.4,40642.3,40576.0,40608.2,8055.0,19.8201
