datetime,open,high,low,close,volume,amount
2022-04-26 07:25:00,40545.0,40545.1,40416.7,40444.6,79.94879843,3239269.79115484
2022-04-26 07:30:00,40444.7,40533.3,40444.7,40506.3,30.26696118,1225664.92066877
2022-04-26 07:35:00,40503.6,40514.5,40490.0,40506.1,9.3082137,376987.28581522
2022-04-26 07:40:00,40506.2,40520.0,40445.9,40445.9,11.01484371,446075.47625701
2022-04-26 07:45:00,40448.1,40500.6,40447.1,40496.0,10.07826177,407986.42066282
2022-04-26 07:50:00,40495.7,40504.9,40460.1,40461.0,7.09487417,287193.72430163
2022-04-26 07:55:00,40461.0,40478.2,40421.0,40433.0,3.47960426,140772.47022397
2022-04-26 08:00:00,40433.1,40593.3,40433.1,40466.9,43.50569068,1763499.58289836
2022-04-26 08:05:00,40467.0,40537.7,40421.0,40428.9,8.60039756,347982.21097533
2022-04-26 08:10:00,40428.9,40468.3,40419.9,40468.2,6.62229518,267828.29208647
2022-04-26 08:15:00,40468.3,40470.1,40400.1,40406.6,7.85308969,317501.45245071
2022-04-26 08:20:00,40406.6,40487.9,40395.1,40478.7,4.69343792,189826.11577037
2022-04-26 08:25:00,40471.0,40579.9,40471.0,40565.2,22.99672251,932157.41079578
2022-04-26 08:30:00,40560.0,40654.2,40520.1,40602.5,38.24207514,1552734.37577181
2022-04-26 08:35:00,40602.6,40800.0,40602.5,40651.5,80.46775013,3277380.04342275
2022-04-26 08:40:00,40651.5,40651.6,40582.5,40613.0,13.18087645,535294.07520156
2022-04-26 08:45:00,40611.0,40666.5,40570.1,40572.5,22.09646081,897422.51907642
2022-04-26 08:50:00,40572.5,40599.9,40572.4,40590.4,5.3124774,215622.68009651
2022-04-26 08:55:00,40590.3,40591.3,40555.0,40563.0,9.81463108,398185.65941117
2022-04-26 09:00:00,40562.2,40600.0,40544.1,40570.1,26.74008618,1084679.8755357
2022-04-26 09:05:00,40570.2,40570.2,40532.6,40533.8,9.75572919,395640.45594579
2022-04-26 09:10:00,40533.7,40551.9,40523.5,40536.0,19.06865783,773052.72880171
2022-04-26 09:15:00,40535.9,40599.6,40530.0,40573.5,14.41406655,584420.04499171
2022-04-26 09:20:00,40573.4,40630.0,40550.7,40574.1,30.17893474,1225000.60406797
2022-04-26 09:25:00,40574.1,40597.7,40528.3,40539.0,10.25300395,415922.37357005
2022-04-26 09:30:00,40537.8,40568.2,40497.8,40502.5,8.85494388,358846.27095485
2022-04-26 09:35:00,40502.6,40506.7,40454.9,40490.0,18.3514424,743135.51388768
2022-04-26 09:40:00,40490.0,40549.9,40490.0,40537.7,11.9529967,484456.16111529
2022-04-26 09:45:00,40537.7,40560.0,40515.9,40530.4,11.09303891,449721.92778342
2022-04-26 09:50:00,40530.5,40533.3,40463.7,40483.2,8.08940639,327494.30420237
2022-04-26 09:55:00,40483.1,40485.7,40470.0,40478.4,12.08603942,489241.16510888
2022-04-26 10:00:00,40478.4,40500.0,40453.9,40475.8,8.22673938,332965.69169199
2022-04-26 10:05:00,40475.8,40492.9,40455.3,40480.1,14.76426554,597579.02391818
2022-04-26 10:10:00,40480.1,40508.0,40480.0,40495.1,4.84808742,196299.04234466
2022-04-26 10:15:00,40495.2,40549.6,40495.1,40532.4,13.67417876,554050.7854129
2022-04-26 10:20:00,40532.3,40547.4,40532.3,40543.8,4.62438346,187475.73764426
